EmployeeID,Age,TotalWorkingYears,MonthlyIncome,OverTime,DistanceFromHome,YearsAtCompany,MonthlyRate,JobInvolvement,JobRole,JobLevel,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,Shift,WorkLifeBalance,PercentSalaryHike,MaritalStatus,Attrition
1220520,42,20,4907,No,1,20,24532,3,Nurse,2,16,11,6,2,0,3,25,Married,No
1524207,29,10,4554,No,2,10,20260,3,Nurse,2,7,0,9,2,0,2,18,Single,No
1552398,55,12,5415,Yes,20,10,15972,3,Nurse,2,7,0,8,2,1,3,19,Married,No
1753629,26,5,4741,Yes,11,5,22722,3,Nurse,2,3,3,3,1,1,3,13,Married,No
1649314,37,17,2115,No,1,17,15881,3,Other,1,12,5,7,4,0,3,12,Single,No
1353021,44,19,3161,Yes,24,1,19920,3,Nurse,1,0,0,0,4,1,1,22,Divorced,Yes
1704408,38,10,5745,No,23,2,18899,3,Nurse,2,2,1,2,4,1,3,14,Divorced,No
1031524,26,5,2373,Yes,16,3,14180,3,Nurse,1,2,0,2,1,1,3,13,Divorced,Yes
1124932,28,5,3310,No,8,5,4488,3,Other,1,3,0,2,4,0,3,21,Single,No
1865139,49,22,18665,Yes,10,3,25594,3,Other,5,2,1,2,3,0,3,11,Single,No
1158764,36,10,4485,No,3,8,26285,3,Other,2,0,7,7,3,0,3,12,Single,No
1794901,31,2,2789,No,5,2,3909,3,Other,1,2,2,2,4,1,2,11,Divorced,No
1707521,26,8,5828,Yes,4,8,8450,2,Nurse,2,7,7,4,4,0,3,12,Single,Yes
1628660,37,4,2326,Yes,9,4,11411,3,Other,1,2,1,2,2,3,2,12,Married,No
1099592,42,23,13525,No,26,20,14864,3,Nurse,4,4,4,8,3,1,4,14,Married,No
1837825,18,0,1420,No,3,0,25233,3,Nurse,1,0,0,0,3,0,3,13,Single,No
1284393,35,12,8020,No,16,11,5100,3,Nurse,3,9,6,9,3,2,2,15,Married,No
1720804,36,4,3688,No,18,1,7122,4,Nurse,1,0,0,0,3,2,3,18,Married,No
1749725,51,13,5482,No,2,4,16321,1,Therapist,2,1,1,2,4,1,3,18,Divorced,No
1460737,41,22,16015,No,2,22,15896,3,Administrative,4,10,0,4,4,0,3,19,Single,No
1464566,18,0,1200,No,10,0,9724,2,Other,1,0,0,0,4,0,3,12,Single,Yes
1608953,28,9,5661,No,16,8,4824,4,Nurse,2,3,0,7,2,0,3,19,Single,No
1162080,31,10,6929,No,7,8,12241,4,Nurse,2,7,7,7,2,1,2,11,Married,No
1317347,39,19,9613,No,1,18,10942,4,Nurse,3,10,3,7,3,3,2,17,Divorced,No
1712914,36,11,5674,No,24,9,6927,3,Nurse,2,8,0,8,2,1,3,15,Married,No
1672940,32,13,5484,No,7,13,16985,2,Nurse,2,8,4,8,4,1,2,14,Married,No
1535275,38,19,12061,No,25,10,26707,2,Administrative,3,8,0,1,1,1,3,17,Married,No
1505031,58,12,5660,Yes,1,5,17056,1,Nurse,2,3,1,2,4,1,3,13,Divorced,No
1546688,31,6,4821,Yes,5,5,10077,3,Other,1,2,0,3,3,1,3,12,Married,No
1578970,31,9,6410,No,2,2,17822,2,Other,2,2,1,0,1,0,3,12,Married,No
1304896,45,24,5210,No,7,24,20308,3,Nurse,3,9,9,11,1,1,3,18,Divorced,No
1685562,31,3,2695,Yes,2,2,7747,3,Other,1,2,2,2,3,1,1,18,Divorced,No
1172739,33,12,11878,No,5,10,23364,3,Other,3,6,8,8,4,2,3,11,Married,No
1536502,39,21,17068,Yes,10,21,5355,3,Other,4,9,11,10,3,0,3,14,Married,No
1837585,43,9,2455,No,10,8,10675,3,Nurse,1,7,1,7,3,0,3,19,Single,No
1230043,49,25,13964,Yes,1,7,17810,2,Nurse,4,1,0,7,3,0,3,12,Single,No
1202360,52,11,4941,No,8,8,17747,2,Other,2,2,7,7,3,0,2,15,Married,No
1680149,27,4,2478,Yes,5,4,20938,3,Other,1,3,1,2,3,0,2,12,Single,No
1696143,32,13,5228,Yes,8,13,24624,2,Nurse,2,12,11,9,3,0,3,11,Married,No
1773686,27,5,4478,Yes,2,5,5242,3,Nurse,2,4,0,4,4,0,3,11,Single,No
1625490,31,13,7547,No,7,7,7143,3,Nurse,2,7,1,7,4,3,3,12,Divorced,No
1038656,32,10,5055,No,2,7,10557,4,Other,2,7,0,7,1,0,2,16,Single,No
1323864,28,5,3464,Yes,2,3,24737,1,Other,1,2,2,2,1,0,2,13,Married,Yes
1222187,30,11,5775,No,28,10,11934,3,Other,2,8,1,9,4,2,3,13,Married,No
1452875,31,10,8943,No,7,10,14034,2,Therapist,3,9,8,9,3,1,3,24,Married,No
1375684,39,21,19272,No,7,21,21141,2,Other,5,9,13,3,3,1,3,15,Married,No
1864653,39,12,5238,Yes,3,1,17778,3,Nurse,2,0,0,0,4,0,2,18,Married,Yes
1810061,33,9,4682,No,10,7,4317,2,Nurse,2,7,0,1,2,0,2,14,Single,No
1857574,47,21,18300,No,5,3,16375,3,Administrative,5,2,1,1,4,1,3,11,Married,No
1342581,43,9,5257,No,10,9,6227,2,Nurse,2,7,0,0,3,1,4,11,Divorced,No
1863408,27,6,6349,Yes,1,5,22107,3,Nurse,2,4,1,4,3,1,3,13,Married,No
1028630,54,20,4869,No,20,4,16885,3,Other,2,3,0,3,4,0,2,12,Single,No
1416430,43,10,9985,No,7,1,9262,3,Nurse,3,0,0,0,3,1,2,16,Married,No
1139398,45,12,3697,No,8,10,9278,3,Other,2,9,9,8,4,2,3,14,Married,No
1267133,40,6,7457,Yes,1,4,13273,1,Nurse,2,3,0,2,2,3,2,22,Married,No
1701544,29,7,2119,Yes,8,7,4759,1,Nurse,1,7,0,7,2,0,2,11,Married,Yes
1574346,29,4,3983,No,9,3,7621,2,Nurse,1,2,2,2,2,0,3,17,Single,No
1446564,30,10,6118,No,5,10,5431,2,Nurse,2,9,1,2,4,3,3,13,Divorced,No
1646930,27,8,6214,No,8,8,3415,3,Nurse,2,7,0,7,2,1,3,18,Married,No
1514947,37,8,6347,No,5,6,23177,3,Therapist,2,2,0,4,4,2,2,16,Divorced,No
1650545,38,12,11510,Yes,15,11,15682,2,Administrative,3,10,2,9,3,1,3,14,Divorced,No
1549614,31,11,7143,Yes,7,11,25713,3,Therapist,3,9,4,10,3,0,2,14,Single,No
1259109,29,7,8268,Yes,10,7,11866,2,Nurse,2,7,1,7,4,2,3,14,Divorced,No
1138615,35,17,8095,No,5,16,18264,3,Therapist,3,6,0,13,3,0,3,13,Single,No
1366078,23,4,2904,No,26,4,16092,3,Other,1,2,0,2,3,2,2,12,Divorced,No
1477474,41,8,6032,Yes,6,5,10110,2,Therapist,2,4,1,2,4,0,3,15,Single,No
1406287,47,5,2976,No,4,0,25751,3,Other,2,0,0,0,2,0,3,19,Single,No
1544429,42,16,15992,No,23,1,15901,3,Administrative,4,0,0,0,1,0,3,14,Single,No
1171206,29,4,4649,No,2,4,16928,3,Nurse,2,3,0,2,4,1,2,14,Married,No
1634652,42,4,2696,Yes,2,3,24017,3,Other,1,2,1,0,3,1,3,11,Divorced,No
1280175,32,8,2370,No,2,8,3956,3,Nurse,1,0,0,7,3,1,3,13,Married,No
1464473,48,15,12504,No,29,0,23978,3,Administrative,3,0,0,0,1,1,1,21,Married,No
1400436,37,13,5974,Yes,6,7,17001,4,Other,2,7,6,7,3,2,3,13,Divorced,No
1465814,30,4,4736,Yes,25,2,6069,3,Nurse,2,2,2,2,4,1,4,12,Married,Yes
1622008,26,8,5296,No,1,8,20156,3,Nurse,2,7,7,7,3,1,3,17,Married,No
1679401,42,14,6781,No,2,1,17078,2,Nurse,2,0,0,0,1,0,3,23,Single,No
1612768,21,3,2174,Yes,1,3,9150,2,Other,1,2,1,2,1,0,3,11,Single,Yes
1680323,36,7,6653,No,1,1,15276,3,Nurse,2,0,0,0,4,0,3,15,Single,No
1340908,36,16,9699,No,3,13,7246,2,Nurse,3,9,1,12,1,1,3,11,Married,No
1407209,57,15,6755,No,1,3,2967,3,Nurse,2,2,1,2,4,0,3,11,Married,No
1196631,40,10,2213,Yes,10,7,22495,4,Nurse,1,7,1,7,4,1,3,13,Married,No
1558158,21,3,2610,No,9,3,2851,3,Other,1,2,2,2,1,0,2,24,Single,No
1542984,33,1,2851,Yes,5,1,9150,3,Other,1,0,0,0,4,0,3,13,Single,Yes
1665531,37,17,3452,No,10,5,17663,3,Nurse,1,4,0,3,3,1,3,20,Married,No
1815564,46,7,5258,No,7,1,16044,3,Therapist,2,0,0,0,3,0,4,14,Married,No
1866571,41,8,9355,No,4,8,9558,3,Nurse,2,7,7,7,1,0,3,18,Single,No
1589819,50,20,10496,No,10,4,2755,2,Nurse,3,3,1,3,4,0,3,15,Single,No
1645744,40,8,6380,Yes,22,6,6110,2,Nurse,2,4,1,0,3,2,3,12,Married,No
1235953,31,3,2657,Yes,9,2,7551,2,Other,1,2,2,2,3,0,3,16,Single,Yes
1034442,21,1,2716,No,12,1,25422,4,Other,1,0,0,0,3,0,3,15,Single,Yes
1616596,29,6,2201,No,23,3,18168,3,Other,1,2,1,2,4,0,3,16,Single,No
1078791,35,10,6540,No,9,1,19394,2,Nurse,2,1,0,0,3,0,3,19,Single,No
1513965,27,5,3816,No,1,5,17881,3,Nurse,1,2,0,4,4,1,3,11,Divorced,No
1786169,28,7,5253,No,9,7,20750,3,Nurse,2,5,0,7,2,0,3,16,Single,No
1377506,49,26,10965,No,7,5,12066,2,Nurse,3,2,0,0,2,0,3,24,Single,No
1653415,51,18,4936,No,14,7,14862,3,Nurse,2,7,0,7,3,1,2,11,Married,No
1125672,36,6,2543,No,2,2,11868,3,Other,1,2,2,2,4,1,3,13,Married,No
1629676,34,9,5304,Yes,19,5,4652,4,Nurse,2,2,0,4,1,0,2,13,Single,Yes
1121223,55,30,16659,Yes,2,5,23258,3,Other,4,4,1,2,3,0,3,13,Single,No
1339400,24,5,4260,Yes,10,5,5915,3,Nurse,2,2,0,3,4,1,4,12,Divorced,No
1382648,30,1,2476,No,2,1,17434,3,Other,1,0,0,0,3,1,3,18,Married,No
1685681,26,7,3102,No,3,6,6582,3,Other,1,4,0,4,3,0,3,22,Single,No
1700683,22,2,2244,No,11,2,24440,3,Other,1,1,1,2,1,1,3,13,Married,No
1634874,36,10,7596,No,2,10,3809,2,Nurse,3,9,9,0,2,2,3,13,Married,No
1362644,30,3,2285,Yes,4,1,3427,3,Other,1,0,0,0,3,0,3,23,Single,Yes
1286933,37,18,3034,No,14,18,26914,3,Nurse,1,7,12,17,4,1,2,12,Divorced,No
1848633,40,8,5715,No,2,5,22553,3,Nurse,2,4,1,3,4,2,3,12,Divorced,No
1065198,42,8,2576,No,1,5,20490,3,Nurse,1,2,1,2,2,1,3,16,Divorced,No
1703984,37,18,4197,Yes,10,1,21123,3,Therapist,2,0,0,1,3,0,2,12,Single,No
1538992,43,25,14336,No,12,25,4345,2,Administrative,4,10,3,9,1,1,3,11,Divorced,No
1488170,40,20,3448,No,2,1,13436,2,Nurse,2,0,0,0,2,1,3,22,Married,No
1530826,54,24,19406,No,5,4,8509,3,Administrative,5,2,1,2,1,1,2,11,Married,No
1550660,34,6,6538,No,4,3,12740,3,Nurse,2,2,1,2,3,1,3,15,Married,No
1766543,31,13,4306,No,7,13,4156,3,Therapist,2,10,3,12,2,1,1,12,Married,No
1241240,43,8,2258,No,21,3,15238,3,Nurse,1,2,1,2,4,1,3,20,Married,No
1616188,43,8,4522,Yes,8,5,2227,3,Nurse,2,2,0,2,3,0,3,14,Divorced,No
1068776,25,5,4487,Yes,4,5,12090,2,Nurse,2,4,1,3,2,0,3,11,Single,No
1514615,37,15,4449,Yes,25,13,23866,3,Other,2,11,10,7,2,2,3,15,Married,No
1413436,31,4,2218,No,1,4,16193,2,Nurse,1,2,3,2,4,1,3,12,Married,No
1660433,39,21,19197,Yes,1,21,8213,3,Other,5,8,1,6,2,1,3,14,Divorced,No
1415736,56,36,13212,No,6,7,18256,4,Nurse,4,7,7,7,3,3,2,11,Married,No
1356712,30,6,6577,No,12,5,19558,3,Nurse,2,4,4,4,2,0,3,11,Single,No
1482423,41,10,8392,No,1,10,19566,4,Nurse,3,7,0,7,2,1,3,16,Married,No
1735186,28,10,4558,No,17,10,13535,3,Nurse,2,0,1,8,3,1,3,12,Divorced,No
1303791,25,6,4031,No,3,2,9396,3,Nurse,1,2,0,2,1,1,3,13,Married,Yes
1595705,52,28,7969,Yes,3,5,19609,2,Therapist,3,4,0,4,4,0,3,14,Married,No
1314827,45,8,2654,No,10,2,9655,3,Other,1,2,0,2,1,2,2,21,Married,No
1499671,52,31,16555,No,4,5,10310,3,Other,4,2,1,4,4,0,1,13,Married,No
1085614,42,19,4556,No,29,5,12932,3,Other,2,4,0,2,1,1,3,11,Divorced,No
1635763,30,11,6091,No,2,5,24793,1,Therapist,2,4,0,2,3,0,3,20,Single,No
1031735,60,33,19566,No,7,29,3854,3,Other,5,8,11,10,1,0,1,11,Married,No
1787984,46,19,4810,No,18,10,26314,3,Therapist,2,7,0,8,3,1,2,14,Divorced,No
1867121,42,7,4523,No,28,6,4386,2,Nurse,2,5,0,4,4,3,4,11,Married,No
1377208,24,6,3202,Yes,1,5,21972,3,Other,1,3,1,4,1,0,3,16,Single,Yes
1548908,34,3,2351,No,6,2,12253,1,Other,1,2,1,0,4,1,2,16,Divorced,No
1501749,38,1,1702,Yes,2,1,12106,3,Nurse,1,0,0,0,4,1,3,23,Married,No
1317087,40,21,18041,No,2,20,13022,3,Administrative,5,15,1,12,3,0,3,14,Married,No
1865341,26,3,2886,No,23,3,3032,3,Other,1,2,0,2,1,2,1,22,Divorced,No
1051420,30,9,2097,No,3,5,16734,3,Nurse,1,3,1,4,3,1,1,15,Married,No
1589813,29,10,11935,No,3,10,21526,2,Administrative,3,2,0,7,2,0,3,18,Married,No
1297138,29,6,2546,No,25,2,18300,2,Other,1,2,1,1,3,0,4,16,Married,Yes
1191505,19,1,2564,No,2,1,18437,2,Other,1,0,0,0,1,0,4,12,Single,Yes
1708021,30,10,8412,No,22,9,2890,3,Nurse,3,8,7,8,3,0,3,11,Married,No
1353649,57,32,14118,No,29,1,22102,2,Administrative,4,0,0,0,1,1,2,12,Divorced,No
1669573,50,28,17046,No,29,27,9314,2,Other,4,10,15,7,2,1,3,15,Married,No
1613984,30,12,2564,No,2,11,7181,3,Nurse,1,7,6,7,3,0,2,14,Single,No
1269877,60,22,10266,No,28,18,2845,2,Nurse,3,13,13,11,3,0,4,19,Married,No
1593662,47,20,5070,No,2,5,7389,3,Therapist,2,0,0,4,1,3,3,13,Divorced,No
1580340,46,26,17861,No,2,3,2288,3,Administrative,4,2,0,1,1,0,1,13,Married,No
1354096,35,6,4230,No,22,5,19225,1,Nurse,1,4,4,3,4,0,3,15,Single,No
1667303,54,19,3780,No,8,1,23428,3,Nurse,2,0,0,0,3,0,3,11,Single,No
1095688,34,14,2768,No,2,7,8416,2,Other,1,3,5,7,4,1,3,12,Divorced,No
1725110,31,13,10648,No,9,13,14394,3,Therapist,3,8,0,8,3,1,4,25,Divorced,No
1563027,33,15,13610,Yes,15,7,24619,3,Other,3,6,7,7,2,0,4,12,Married,Yes
1173414,33,8,3408,No,10,4,6705,1,Nurse,1,3,1,3,1,3,3,13,Divorced,No
1188476,30,4,2983,No,7,3,18398,3,Other,1,2,1,2,4,0,3,14,Single,No
1204541,35,10,7632,Yes,16,8,14295,3,Nurse,3,7,0,0,4,0,3,12,Married,No
1736866,31,12,9824,No,20,1,22908,3,Nurse,3,0,0,0,1,0,3,12,Married,Yes
1776529,34,11,9950,Yes,23,3,11533,3,Other,3,2,0,2,2,3,3,15,Divorced,Yes
1489398,42,8,2093,No,5,2,9260,3,Nurse,1,2,2,0,2,1,3,17,Married,No
1673608,36,10,9980,No,10,10,15318,3,Nurse,3,3,9,7,2,0,2,14,Single,No
1107497,22,4,3894,No,4,2,9129,2,Nurse,1,2,1,2,3,0,3,16,Single,No
1096432,48,14,4051,No,2,9,19658,3,Nurse,2,7,6,7,2,1,3,14,Married,No
1045162,55,37,16835,No,18,10,9873,3,Administrative,4,9,7,7,1,0,3,23,Single,No
1756239,41,16,6230,No,10,14,13430,3,Nurse,2,3,1,10,4,0,3,14,Single,No
1372229,35,15,4717,No,1,11,18659,3,Nurse,2,9,6,9,2,0,3,11,Married,No
1413753,40,22,13237,No,6,20,20364,3,Therapist,4,6,5,13,2,0,3,15,Single,No
1394294,39,8,3755,No,8,8,17872,3,Nurse,1,3,0,7,3,1,3,11,Married,No
1233772,31,10,6582,Yes,2,6,8346,3,Nurse,2,5,0,5,2,0,4,13,Single,No
1882668,42,10,7406,Yes,24,10,6950,3,Therapist,3,9,5,8,4,1,2,21,Married,No
1218847,45,9,4805,No,2,8,16177,3,Nurse,2,7,3,7,4,1,4,19,Married,No
1636995,26,8,2741,Yes,17,7,22808,3,Other,1,7,1,0,2,1,2,11,Divorced,Yes
1780761,29,8,4262,No,19,3,22645,3,Therapist,2,2,1,2,4,2,4,12,Divorced,No
1375351,33,10,16184,No,1,6,22578,4,Administrative,4,1,0,5,1,1,3,19,Divorced,No
1670281,31,10,11557,No,7,5,25291,2,Administrative,3,4,0,1,3,1,2,21,Divorced,No
1138891,18,0,1878,Yes,5,0,8059,3,Other,1,0,0,0,2,0,3,14,Single,Yes
1755403,40,20,10932,No,28,1,11373,1,Nurse,3,0,0,1,3,1,3,15,Divorced,No
1566630,41,10,6811,Yes,2,8,2112,2,Nurse,2,7,0,7,1,0,3,17,Single,No
1777635,26,8,4306,No,29,0,4267,3,Nurse,2,0,0,0,1,2,3,12,Divorced,No
1427912,35,5,4859,No,1,5,6698,3,Nurse,2,4,0,3,1,0,3,16,Single,No
1884554,34,10,5337,No,21,10,19921,4,Nurse,2,7,5,7,4,0,3,12,Single,No
1335605,26,1,2340,Yes,24,1,23213,1,Nurse,1,0,0,0,3,0,1,18,Single,Yes
1361476,37,12,7491,No,1,6,23848,3,Therapist,3,5,1,2,2,0,4,17,Single,No
1057253,46,28,10527,No,18,2,8984,3,Nurse,3,2,1,2,1,0,2,11,Married,No
1617735,41,22,16595,No,2,18,5626,3,Administrative,4,16,11,8,2,1,3,16,Married,No
1037353,37,9,8834,No,9,9,24666,3,Nurse,3,5,7,7,1,1,3,13,Divorced,No
1455020,52,18,5577,Yes,6,10,22087,3,Other,2,9,6,9,4,2,3,12,Divorced,No
1689256,32,6,4707,No,11,4,23914,4,Nurse,2,2,1,2,4,0,3,12,Married,No
1793245,24,3,2400,No,24,2,5530,3,Other,1,2,2,1,4,2,3,13,Married,No
1267131,38,18,9824,No,10,1,22174,3,Nurse,2,0,0,0,3,1,3,19,Married,No
1105684,37,8,6447,No,1,6,15701,3,Therapist,2,5,4,3,2,1,2,12,Married,No
1206385,49,31,19502,Yes,18,31,2125,2,Administrative,5,9,0,9,4,1,3,17,Divorced,No
1487282,24,6,2725,Yes,23,6,21630,4,Other,1,5,1,4,2,2,3,11,Married,No
1295289,26,6,6272,No,28,5,7428,3,Nurse,2,3,1,4,1,2,4,20,Married,No
1875209,24,1,2127,No,17,1,9100,2,Nurse,1,0,0,0,4,1,3,21,Married,No
1079394,50,32,18200,No,3,32,7999,3,Administrative,5,5,10,7,1,1,3,11,Married,No
1353559,25,7,2096,No,13,7,26376,3,Other,1,4,0,6,2,0,3,11,Married,No
1119549,24,6,2886,Yes,7,6,14168,3,Nurse,1,3,1,2,1,1,3,16,Married,Yes
1209208,30,1,2033,No,12,1,14470,2,Other,1,0,0,0,2,1,4,18,Married,Yes
1228187,34,6,3622,Yes,1,6,22794,2,Other,1,5,1,3,2,1,3,13,Married,No
1090528,31,9,4233,No,13,3,11512,3,Nurse,2,1,1,2,2,0,1,17,Divorced,No
1665575,35,9,3681,No,25,3,14004,2,Nurse,2,2,0,2,1,0,3,14,Single,No
1761086,31,13,5460,No,6,7,6219,4,Nurse,2,7,5,7,1,2,4,22,Divorced,No
1591129,27,6,2187,No,6,5,5013,2,Other,1,3,0,3,1,2,2,12,Divorced,No
1518444,37,17,9602,Yes,2,3,3010,3,Nurse,2,0,1,0,4,1,2,11,Married,No
1814200,42,10,4089,No,2,10,5718,3,Nurse,2,2,2,2,3,2,3,13,Married,No
1669153,43,21,16627,Yes,6,1,2671,2,Administrative,4,0,0,0,2,1,2,14,Divorced,No
1668455,38,8,2619,No,1,0,14561,3,Other,1,0,0,0,3,0,2,17,Single,No
1251852,43,10,5679,Yes,9,8,19627,3,Nurse,2,7,4,7,4,1,3,13,Divorced,No
1589946,48,21,15402,No,1,3,17997,2,Other,4,2,0,2,4,1,1,11,Married,No
1580530,44,10,5985,No,1,2,26894,2,Other,2,2,0,2,1,0,4,11,Single,No
1718961,34,8,2579,Yes,14,8,2912,3,Other,1,2,0,6,3,2,3,18,Divorced,No
1792606,27,5,3041,No,2,4,16346,3,Other,1,3,0,2,3,1,3,11,Divorced,No
1147261,21,3,3447,No,22,3,24444,3,Other,1,2,1,2,3,0,3,11,Single,No
1434704,44,26,19513,Yes,3,2,9358,3,Other,5,2,0,1,4,1,4,12,Married,No
1794793,22,3,2773,No,6,2,12145,3,Other,1,2,2,2,1,0,3,20,Married,No
1034561,33,6,7104,No,8,5,20431,3,Nurse,2,0,1,2,3,0,3,12,Divorced,No
1745732,32,6,6322,Yes,9,6,18089,3,Other,2,4,0,5,1,1,2,12,Married,No
1477313,30,1,2083,No,3,1,22653,3,Other,1,0,0,0,3,1,3,20,Divorced,No
1624205,53,18,8381,No,1,14,7507,3,Nurse,2,7,8,10,4,0,4,20,Single,No
1641585,34,10,2691,No,1,10,7660,3,Other,1,9,8,8,2,1,2,12,Married,No
1080875,45,5,4286,No,26,1,5630,3,Nurse,2,1,0,0,1,2,3,14,Married,Yes
1551597,26,3,2659,Yes,6,3,17759,3,Nurse,1,2,0,2,3,1,3,13,Married,No
1498477,37,10,9434,No,3,10,9606,3,Therapist,3,7,7,8,3,1,3,15,Married,No
1507332,29,6,5561,No,3,6,3487,3,Nurse,2,0,1,2,2,1,2,14,Married,No
1398672,35,17,6646,No,6,17,19368,1,Other,2,11,11,8,2,0,3,13,Single,No
1179356,33,15,7725,No,6,13,5335,3,Nurse,2,11,4,7,3,1,1,23,Divorced,No
1414067,54,16,10725,No,19,9,6729,3,Other,3,7,7,1,3,1,4,15,Married,No
1285109,36,13,8847,Yes,9,3,13934,2,Therapist,2,2,0,2,2,1,3,11,Divorced,No
1699009,27,5,2045,No,3,4,15174,2,Other,1,2,1,1,1,0,3,13,Single,No
1547538,20,1,1009,Yes,10,1,26999,3,Other,1,0,1,1,4,0,3,11,Single,Yes
1712154,33,10,3348,Yes,3,10,3164,3,Other,1,8,9,7,1,0,3,11,Single,Yes
1715015,35,1,1281,No,3,1,16900,2,Nurse,1,0,0,0,3,2,3,18,Married,No
1344006,23,5,2819,No,4,3,8544,4,Other,1,2,0,2,1,1,4,16,Married,No
1136352,25,4,4851,No,8,3,15678,4,Nurse,2,2,1,2,4,1,3,22,Married,No
1767421,38,8,4028,No,7,7,7791,2,Nurse,2,7,0,5,4,0,3,20,Single,No
1196090,29,10,2720,No,1,10,18959,1,Other,1,7,2,8,2,1,3,18,Divorced,No
1202761,48,12,8120,No,2,2,18597,4,Nurse,2,2,2,2,2,0,3,12,Married,No
1288214,27,6,4647,Yes,3,6,16673,4,Nurse,2,5,0,4,4,2,3,20,Divorced,No
1510616,37,4,4680,No,10,1,15232,4,Other,1,0,0,0,4,0,3,17,Single,No
1824855,50,20,3221,Yes,28,20,3297,4,Nurse,1,8,3,8,4,3,3,11,Married,No
1700617,34,9,8621,No,9,8,17654,2,Nurse,3,7,7,7,4,0,4,14,Single,No
1589131,24,4,4577,No,3,2,24785,3,Nurse,2,2,2,0,1,0,3,14,Single,No
1634766,39,20,4553,No,2,20,20978,2,Nurse,2,7,11,10,4,0,3,11,Single,No
1248364,32,10,5396,No,10,10,21703,3,Nurse,2,7,0,8,4,0,2,12,Single,No
1844102,50,18,6796,Yes,8,4,23452,3,Nurse,2,3,1,3,2,1,3,14,Married,No
1180968,38,10,7625,No,1,9,19383,4,Nurse,2,7,1,8,2,0,2,13,Single,No
1705991,27,9,7412,No,1,9,6009,3,Therapist,3,7,0,7,3,0,3,11,Married,No
1533978,32,10,11159,No,3,7,19373,3,Administrative,3,7,7,7,3,0,3,15,Single,No
1838364,47,20,4960,No,14,7,11825,3,Nurse,2,7,1,7,4,0,3,12,Single,No
1886378,40,20,10475,Yes,5,18,23772,2,Nurse,3,13,1,12,4,1,3,21,Married,No
1217160,53,32,14814,No,7,5,13514,4,Administrative,4,1,1,3,3,0,3,19,Married,No
1494989,41,23,19141,No,10,21,8861,2,Administrative,5,6,12,6,2,3,2,15,Divorced,No
1180556,60,10,5405,No,16,2,11924,3,Nurse,2,2,2,2,1,0,3,14,Single,No
1271756,27,9,8793,No,10,9,4809,3,Therapist,3,7,1,7,4,2,2,21,Divorced,No
1786662,41,22,19189,No,1,22,19562,2,Administrative,5,7,2,10,4,1,3,12,Married,No
1713058,50,4,3875,No,8,2,9983,3,Other,1,2,2,2,4,1,3,15,Married,No
1879624,28,10,2216,Yes,1,7,3872,1,Other,1,7,3,7,1,0,3,13,Single,Yes
1530315,36,10,11713,No,8,8,20335,4,Administrative,3,7,0,5,1,1,3,14,Married,No
1589247,38,10,7861,Yes,1,1,15397,3,Therapist,3,0,0,0,3,0,4,14,Single,No
1347933,44,9,3708,No,24,5,2104,1,Nurse,1,2,1,4,1,0,3,14,Single,No
1031434,47,28,13770,Yes,3,22,10225,3,Nurse,4,2,11,13,4,2,2,12,Divorced,No
1699255,30,10,5304,No,27,8,25275,3,Nurse,2,7,7,7,3,1,2,23,Divorced,No
1670081,29,1,2642,No,10,1,2755,3,Other,1,0,0,0,3,0,3,11,Single,No
1542367,42,7,2759,Yes,19,2,20366,4,Other,1,2,2,2,3,0,3,12,Divorced,Yes
1259211,43,7,6804,No,15,2,23683,2,Nurse,2,2,2,2,4,1,3,18,Married,No
1758544,34,10,6142,No,8,5,7360,3,Nurse,2,1,4,3,2,0,3,11,Single,No
1545288,23,5,2500,No,9,4,4344,3,Nurse,1,3,0,2,2,1,4,14,Married,No
1121259,39,12,6389,No,3,8,18767,4,Other,2,3,3,6,3,1,1,15,Married,No
1126307,56,30,11103,No,9,10,20420,3,Nurse,4,7,1,1,3,0,2,11,Married,No
1400061,40,5,2342,Yes,2,4,22929,2,Other,1,2,2,3,4,0,2,20,Single,No
1855799,27,9,6811,No,7,7,23398,2,Nurse,2,6,0,7,4,0,1,19,Single,No
1639147,29,2,2297,No,10,2,17967,3,Other,1,2,2,2,4,2,3,14,Divorced,No
1446990,53,19,2450,No,6,2,10919,3,Nurse,2,2,2,2,4,0,3,17,Single,No
1446447,35,16,5093,No,2,1,4761,3,Nurse,2,0,0,0,4,1,4,11,Divorced,No
1729159,32,10,5309,No,24,10,21146,3,Nurse,2,8,4,7,1,2,3,15,Married,No
1808474,38,6,3057,Yes,2,1,20471,3,Other,1,0,0,1,4,1,1,13,Married,No
1254029,34,7,5121,No,8,0,4187,3,Therapist,2,0,0,0,2,1,3,14,Divorced,No
1581250,52,34,16856,No,3,34,10084,2,Administrative,4,6,1,16,3,0,4,11,Married,No
1269152,33,10,2686,Yes,1,10,5207,3,Other,1,9,7,8,4,0,2,13,Single,Yes
1615430,25,6,6180,No,26,6,22807,3,Nurse,2,5,1,4,3,0,2,23,Single,No
1186983,45,9,6632,No,2,8,12388,1,Other,2,7,3,1,2,0,3,13,Single,No
1570791,23,2,3505,No,10,2,19630,4,Other,1,2,0,2,1,0,3,18,Single,No
1052229,47,8,6397,Yes,27,5,10339,4,Nurse,2,4,1,3,2,0,3,12,Single,Yes
